Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_Type
NCC31,-1.1447674805314592,Low Fat,-0.8960336512375836,Household,0.26664591677288635,OUT049,1999,1,0,Supermarket Type1,3427.5384,2
FDY02,0.0,Regular,0.408751854058443,Dairy,1.975195551133149,OUT027,1985,1,2,Supermarket Type3,9467.676,1
FDU34,1.276032491372321,Low Fat,0.1753797292146043,Snack Foods,-0.2374794669582893,OUT035,2004,2,1,Supermarket Type1,1618.5598,1
FDX21,-1.3743056987862654,Low Fat,1.474638494873816,Snack Foods,-0.5171166093760711,OUT010,1998,3,2,Grocery Store,109.1912,1
NCH29,-1.738727199933071,Low Fat,-0.6122383201954613,Health and Hygiene,-0.6619438994290767,OUT045,2002,3,1,Supermarket Type1,978.726,2
DRL35,0.6726072784344285,Low Fat,-0.6857409279897676,Hard Drinks,-1.5804327725308536,OUT049,1999,1,0,Supermarket Type1,952.094,0
DRN37,-0.770880485848373,Low Fat,0.5952163792510664,Soft Drinks,0.4034438402915629,OUT017,2007,3,1,Supermarket Type1,501.3474,0
NCN53,-1.8180007082994216,Low Fat,-0.2969913477248168,Health and Hygiene,-1.7231884860180022,OUT010,1998,3,2,Grocery Store,70.5748,2
FDL45,0.6489435445937268,Low Fat,-0.05912061020417546,Snack Foods,-0.24445216885670099,OUT010,1998,3,2,Grocery Store,250.3408,1
FDA37,-1.1944613215969326,Regular,-0.2070035112216082,Canned,-0.2952909060054606,OUT018,2009,1,2,Supermarket Type2,2365.5874,1
FDK20,0.0,Regular,-1.2817577519125376,Fruits and Vegetables,-0.3289724927436655,OUT027,1985,1,2,Supermarket Type3,2695.1584,1
FDA49,1.619156632062495,Low Fat,0.8243795524183173,Canned,-0.876372950348263,OUT010,1998,3,2,Grocery Store,87.2198,1
FDG59,0.708102879195481,Low Fat,-0.44209449161198655,Starchy Foods,-1.6279762576539247,OUT045,2002,3,1,Supermarket Type1,1004.0264,1
FDV03,0.0,Low Fat,-0.16129669160433688,Meat,0.2447128991477126,OUT027,1985,1,2,Supermarket Type3,2947.4966,1
FDF16,-1.3151463641845111,Low Fat,0.38764267057247814,Frozen Foods,0.12549607659260398,OUT046,1997,2,0,Supermarket Type1,3103.9596,1
FDU36,-1.5872793033525803,Low Fat,-0.3835491483277254,Baking Goods,-0.7010340674648059,OUT049,1999,1,0,Supermarket Type1,886.8456,1
FDU35,-1.5186544752145454,Low Fat,1.288080588169046,Breads,-0.6876796250449091,OUT010,1998,3,2,Grocery Store,199.74,1
FDH08,0.0,Low Fat,-0.6903014073720024,Fruits and Vegetables,1.3940300013783897,OUT019,1985,2,0,Grocery Store,459.402,1
FDF24,0.6252798107530253,Regular,-0.7880293463024246,Baking Goods,-0.9281848467209834,OUT018,2009,1,2,Supermarket Type2,1146.5076,1
DRN36,0.5542886092309202,Low Fat,-1.2817577519125376,Soft Drinks,-0.7116842192359402,OUT046,1997,2,0,Supermarket Type1,479.376,0
FDS59,0.4596336738681138,Regular,-0.4317317215430839,Breads,-0.5128481981264216,OUT013,1987,0,2,Supermarket Type1,2746.425,1
DRJ23,1.299696225213023,Low Fat,-0.46957160423428557,Hard Drinks,0.7578825613431568,OUT017,2007,3,1,Supermarket Type1,4159.9184,0
DRF25,-0.9128628888925828,Low Fat,-0.5274589741739306,Soft Drinks,-1.6873518173019835,OUT035,2004,2,1,Supermarket Type1,1171.808,0
FDL15,1.1813775560095148,Low Fat,-0.3764869049718738,Meat,0.18749242147746792,OUT049,1999,1,0,Supermarket Type1,1829.6184,1
NCP43,1.1577138221688128,Low Fat,-0.6905880254296253,Others,0.6354957448802951,OUT035,2004,2,1,Supermarket Type1,3415.554,2
FDB28,-1.4772429409933174,Low Fat,0.5318897009741692,Dairy,0.9386300255241383,OUT045,2002,3,1,Supermarket Type1,3361.6242,1
FDX50,1.713811567425302,Low Fat,0.16344806058535558,Dairy,-0.47646232073945466,OUT013,1987,0,2,Supermarket Type1,663.1368,1
FDE41,-0.8667186079032145,Regular,-0.04104785702517769,Frozen Foods,-0.9255640614841782,OUT046,1997,2,0,Supermarket Type1,1437.4622,1
NCR50,1.7374753012660034,Low Fat,-1.0523070109794666,Household,0.22709004547816616,OUT049,1999,1,0,Supermarket Type1,2603.278,2
FDD41,0.0,Regular,0.4013101344414205,Frozen Foods,-0.5582366012716787,OUT027,1985,1,2,Supermarket Type3,2090.612,1
DRI11,-1.0879745193137753,Low Fat,-0.613904030846545,Hard Drinks,-0.4433716953781766,OUT049,1999,1,0,Supermarket Type1,2073.3012,0
FDJ28,0.0,Low Fat,-1.2817577519125376,Frozen Foods,0.8017068438875267,OUT027,1985,1,2,Supermarket Type3,5772.486,1
FDP48,-1.2630861497349675,Regular,-0.4271820765870198,Baking Goods,0.6745024075040672,OUT049,1999,1,0,Supermarket Type1,3844.995,1
FDY37,0.9802358183635502,Regular,-0.7672336634306096,Canned,0.01853527911549541,OUT013,1987,0,2,Supermarket Type1,2147.205,1
NCC07,1.5954928982217937,Low Fat,-0.817541373483006,Household,-0.5668151764769562,OUT046,1997,2,0,Supermarket Type1,1577.946,2
FDJ10,-1.836931695371983,Regular,1.2321587653256716,Snack Foods,0.0143086205718247,OUT049,1999,1,0,Supermarket Type1,1966.7732,1
FDY37,0.9802358183635502,Regular,-0.7669025059967075,Canned,0.004082419353702924,OUT035,2004,2,1,Supermarket Type1,3292.381,1
NCL19,0.5897842099919727,Low Fat,-0.9774518055122277,Others,0.0024765460468366865,OUT049,1999,1,0,Supermarket Type1,2719.793,2
FDI50,-1.0501125451686526,Regular,-1.2817577519125376,Canned,1.4138496897317285,OUT035,2004,2,1,Supermarket Type1,5496.8448,1
FDO39,-1.3896871257827212,Regular,1.3806596937980284,Meat,0.7060706649704366,OUT046,1997,2,0,Supermarket Type1,3858.9768,1
FDO25,-1.5517837025915278,Low Fat,1.1879667884286926,Canned,1.0780904869855983,OUT035,2004,2,1,Supermarket Type1,2306.997,1
FDE24,0.47146554078846437,Low Fat,0.537095284185855,Baking Goods,0.022296234400175533,OUT018,2009,1,2,Supermarket Type2,1139.8496,1
FDW19,-0.1201278052290772,Regular,-0.5340369632580952,Fruits and Vegetables,-0.5048188315920923,OUT045,2002,3,1,Supermarket Type1,1757.712,1
FDT36,-0.13195967214942778,Low Fat,0.8837295892727965,Baking Goods,-1.7183708660974044,OUT018,2009,1,2,Supermarket Type2,564.5984,1
FDH16,-0.5579068812820579,Low Fat,-0.26155686269789313,Frozen Foods,-0.8416346989741403,OUT049,1999,1,0,Supermarket Type1,808.947,1
DRM37,0.5897842099919727,Low Fat,0.5942162977555779,Soft Drinks,0.9038500214440374,OUT018,2009,1,2,Supermarket Type2,3941.536,0
NCN07,1.3351918259740752,Low Fat,-0.6228255315077554,Others,-0.17767995675721776,OUT049,1999,1,0,Supermarket Type1,1845.5976,2
FDK25,-0.2976058090343397,Regular,1.7640898809220023,Breakfast,0.4376746357007157,OUT045,2002,3,1,Supermarket Type1,2863.6058,1
FDK41,0.34131500466460546,Low Fat,1.1952436464553624,Frozen Foods,-0.9212956502345289,OUT045,2002,3,1,Supermarket Type1,852.224,1
DRL60,-1.0264488113279508,Low Fat,-0.40392071865309015,Soft Drinks,0.20194528123926042,OUT010,1998,3,2,Grocery Store,457.4046,0
FDR43,1.2642006244519701,Low Fat,1.8476077624939535,Fruits and Vegetables,-1.6568402244715317,OUT035,2004,2,1,Supermarket Type1,256.333,1
FDY15,1.276032491372321,Regular,2.0343449314664372,Dairy,0.23558511527148704,OUT049,1999,1,0,Supermarket Type1,2034.019,1
FDW08,-0.17928713983083136,Low Fat,1.5917508890582797,Fruits and Vegetables,-0.522949141226608,OUT013,1987,0,2,Supermarket Type1,1278.336,1
DRE15,0.11650953317793943,Low Fat,-0.9363456631302822,Dairy,-1.0581353264591835,OUT045,2002,3,1,Supermarket Type1,1366.2216,0
NCO30,1.5718291643810918,Low Fat,-0.9752570686315786,Household,0.6787708187537165,OUT017,2007,3,1,Supermarket Type1,2940.1728,2
FDO32,0.0,Low Fat,1.0432805082947927,Fruits and Vegetables,-1.5333967433727522,OUT027,1985,1,2,Supermarket Type3,885.514,1
FDH05,0.35314687158495606,Regular,0.48749020314515323,Frozen Foods,1.472676040708839,OUT018,2009,1,2,Supermarket Type2,2316.984,1
FDH10,0.0,Low Fat,-0.3307655490046419,Snack Foods,0.8263023994554843,OUT027,1985,1,2,Supermarket Type3,8912.3988,1
FDP58,-0.415924478237848,Low Fat,1.3428556480549299,Snack Foods,1.2422300094269725,OUT045,2002,3,1,Supermarket Type1,2847.6266,1
NCH43,-1.0501125451686526,Low Fat,0.08485662554224715,Household,1.1791352472002123,OUT013,1987,0,2,Supermarket Type1,1725.7536,2
FDZ32,0.0,Regular,0.012278258260234771,Fruits and Vegetables,-0.5427270768739682,OUT019,1985,2,0,Grocery Store,420.7856,1
FDU12,0.6252798107530253,Regular,0.18643433263263112,Baking Goods,1.9569817360866768,OUT046,1997,2,0,Supermarket Type1,5800.4496,1
FDM36,-0.2857739421139887,Regular,-0.14344853472313016,Baking Goods,0.4970084426427962,OUT046,1997,2,0,Supermarket Type1,3448.844,1
NCP50,0.0,Low Fat,-0.8852006205565561,Others,-0.9511745289820753,OUT027,1985,1,2,Supermarket Type3,2175.1686,2
DRB25,-0.13195967214942778,Low Fat,0.0633763581144885,Soft Drinks,-0.5299218431250197,OUT013,1987,0,2,Supermarket Type1,2036.6822,0
FDU15,0.18750073470004458,Regular,-0.7665904590175535,Meat,-1.7060730883134259,OUT013,1987,0,2,Supermarket Type1,683.1108,1
FDF58,0.10467766625758884,Low Fat,-1.2817577519125376,Snack Foods,-1.2660991314449275,OUT010,1998,3,2,Grocery Store,63.251,1
FDX35,0.0,Regular,1.4300088963158242,Breads,1.3956776273912346,OUT019,1985,2,0,Grocery Store,455.4072,1
FDX51,-0.7945442196890745,Regular,-0.8535552774193587,Meat,0.8824662124898113,OUT049,1999,1,0,Supermarket Type1,2348.9424,1
FDB47,-0.960190356573986,Low Fat,0.10152028310146564,Snack Foods,1.094698428725205,OUT013,1987,0,2,Supermarket Type1,2090.612,1
FDL51,1.8557939704695117,Regular,-0.3614635485240079,Dairy,1.2043217641450967,OUT035,2004,2,1,Supermarket Type1,3430.2016,1
NCM29,-0.3212695428750413,Low Fat,-0.9398195988074631,Health and Hygiene,-0.14661915525581845,OUT046,1997,2,0,Supermarket Type1,2885.5772,2
FDB29,0.9092446168414451,Regular,-0.261787060335869,Frozen Foods,-0.4428224867072285,OUT018,2009,1,2,Supermarket Type2,1488.7288,1
FDS25,-1.413350859623423,Regular,1.4429141709018332,Canned,-0.4636153342845277,OUT018,2009,1,2,Supermarket Type2,663.1368,1
FDR36,-1.453579207152616,Regular,2.6626452830532745,Baking Goods,-1.6050283280988114,OUT010,1998,3,2,Grocery Store,251.6724,1
FDQ27,-1.814451148223316,Regular,-0.4227288173220943,Meat,-0.5956791432945633,OUT049,1999,1,0,Supermarket Type1,2889.572,1
FDZ22,-0.8193911402218114,Low Fat,-0.3993826833951946,Snack Foods,-0.924465644142282,OUT017,2007,3,1,Supermarket Type1,1498.05,1
FDB02,-0.7483999386997062,Regular,-0.7169719463894885,Canned,0.5675833627329372,OUT013,1987,0,2,Supermarket Type1,3528.74,1
FDZ34,-1.458311953920756,Low Fat,0.18890452365413354,Starchy Foods,0.8525455810362863,OUT046,1997,2,0,Supermarket Type1,3861.64,1
FDL46,1.7729709020270563,Low Fat,-0.23423530840197238,Snack Foods,-0.3443985117294191,OUT035,2004,2,1,Supermarket Type1,353.5398,1
FDN38,-1.4772429409933174,Regular,0.5004852929921185,Canned,1.7608082529199416,OUT035,2004,2,1,Supermarket Type1,4756.4752,1
FDK04,-1.30094812388009,Low Fat,-0.2658001589239879,Frozen Foods,-1.3559027785114812,OUT045,2002,3,1,Supermarket Type1,801.6232,1
NCF31,-0.8821000348996705,Low Fat,-0.27276781909609593,Household,0.15431829070423234,OUT018,2009,1,2,Supermarket Type2,1821.6288,2
FDV59,0.11650953317793943,Low Fat,0.27629521834618376,Breads,1.256175413223796,OUT010,1998,3,2,Grocery Store,1524.0162,1
FDU13,-1.0654939721651084,Low Fat,2.3527786982480414,Canned,0.08429257928503948,OUT035,2004,2,1,Supermarket Type1,4414.254,1
FDV14,1.654652232823548,Low Fat,-0.4200342432026003,Dairy,-0.83838119965443,OUT013,1987,0,2,Supermarket Type1,1142.5128,1
FDR09,1.276032491372321,Low Fat,0.22773997188143563,Snack Foods,1.8805325314400199,OUT045,2002,3,1,Supermarket Type1,1035.9848,1
DRP47,0.6844391453547795,Low Fat,1.4411198038626982,Hard Drinks,1.7944898396581463,OUT013,1987,0,2,Supermarket Type1,3280.3966,0
FDC23,1.2168731567705668,Low Fat,-0.9332895602963684,Starchy Foods,0.6002082848352241,OUT018,2009,1,2,Supermarket Type2,3199.8348,1
FDU33,-1.2370560425101957,Regular,1.3332192303208577,Snack Foods,-1.5103653084056818,OUT049,1999,1,0,Supermarket Type1,780.9834,1
FDS27,-0.6300812694961979,Regular,-1.0404974670716867,Meat,0.9092168500355828,OUT013,1987,0,2,Supermarket Type1,2553.343,1
DRO59,-0.2502783413529361,Low Fat,-0.2300222477837956,Hard Drinks,-1.0597411997660495,OUT045,2002,3,1,Supermarket Type1,834.9132,0
FDD48,-0.5827538018147947,Low Fat,-0.6960426260070358,Baking Goods,-0.42194613371797196,OUT045,2002,3,1,Supermarket Type1,2748.4224,1
FDL33,-1.3305277911809672,Low Fat,0.6540835767052547,Snack Foods,0.8696192260348842,OUT013,1987,0,2,Supermarket Type1,1761.7068,1
NCK30,0.47146554078846437,Low Fat,-0.09506888736590588,Household,1.7998149155437133,OUT018,2009,1,2,Supermarket Type2,2283.0282,2
NCP42,0.0,Low Fat,-0.7350401254636987,Household,0.8760844719683263,OUT019,1985,2,0,Grocery Store,387.4956,2
FDP11,0.708102879195481,Low Fat,0.06511081600998568,Breads,1.2401166801551373,OUT017,2007,3,1,Supermarket Type1,4789.7652,1
FDV52,1.8557939704695117,Regular,1.0831269887345536,Frozen Foods,-0.37330423125300477,OUT018,2009,1,2,Supermarket Type2,2828.3184,1
FDW33,-0.8193911402218114,Low Fat,0.6393776553769281,Snack Foods,-0.5422196209089986,OUT046,1997,2,0,Supermarket Type1,2024.032,1
FDR19,0.152005133938992,Regular,1.818729287590054,Fruits and Vegetables,0.10626734961619176,OUT049,1999,1,0,Supermarket Type1,1603.9122,1
FDW31,0.0,Regular,-0.4493267133533772,Fruits and Vegetables,0.9407433547959737,OUT027,1985,1,2,Supermarket Type3,3981.484,1
DRJ51,0.2939875369832019,Low Fat,0.427181193592874,Dairy,1.4657450915164059,OUT045,2002,3,1,Supermarket Type1,4146.6024,0
FDU35,0.0,Low Fat,0.24614368867633613,Breads,-0.6748326385899822,OUT027,1985,1,2,Supermarket Type3,3395.58,1
FDT37,0.3058194039035529,Low Fat,-0.5982876882292869,Canned,1.827622217725403,OUT035,2004,2,1,Supermarket Type1,2040.0112,1
FDK56,-0.7483999386997062,Low Fat,1.235740967737359,Fruits and Vegetables,0.7129598614568912,OUT013,1987,0,2,Supermarket Type1,3554.7062,1
FDY24,-1.8878087231294913,Regular,1.3161205676436187,Baking Goods,-1.40775642759018,OUT018,2009,1,2,Supermarket Type2,539.298,1
FDS02,-0.6300812694961979,Regular,1.5454139865065166,Dairy,0.8525038283303078,OUT046,1997,2,0,Supermarket Type1,3901.588,1
FDP39,0.0,Low Fat,1.0741804467878113,Meat,-1.4012911816567382,OUT019,1985,2,0,Grocery Store,311.5944,1
NCG07,0.0,Low Fat,0.4999008541965031,Household,0.7830273255820626,OUT019,1985,2,0,Grocery Store,189.753,2
FDP58,0.0,Low Fat,3.304300838330101,Snack Foods,1.2309888962789117,OUT019,1985,2,0,Grocery Store,219.0482,1
FDP46,0.5897842099919727,Low Fat,0.16322369686916394,Snack Foods,-0.7886408798475666,OUT013,1987,0,2,Supermarket Type1,2606.607,1
FDZ34,-1.458311953920756,Low Fat,0.18862643358848732,Starchy Foods,0.8204281148989688,OUT035,2004,2,1,Supermarket Type1,6757.87,1
FDZ57,-0.6762255504855662,Regular,-0.5456773621977337,Snack Foods,-0.19741613969859956,OUT017,2007,3,1,Supermarket Type1,642.497,1
FDH34,-1.000418704103179,Low Fat,-0.6781389015053797,Snack Foods,0.6899701791957993,OUT049,1999,1,0,Supermarket Type1,5386.9878,1
FDF35,0.506961141549517,Low Fat,1.7197146297247208,Starchy Foods,-0.5588275626486053,OUT017,2007,3,1,Supermarket Type1,4073.3644,1
FDR20,1.6901478335846,Regular,-0.7344483409659033,Fruits and Vegetables,-1.5194513395759288,OUT018,2009,1,2,Supermarket Type2,181.0976,1
FDX56,0.0,Regular,0.14669712678097396,Fruits and Vegetables,1.0626227152938663,OUT027,1985,1,2,Supermarket Type3,7247.233,1
FDR40,-0.8891991550518813,Regular,-1.1261664570926053,Frozen Foods,-0.9608097688232705,OUT013,1987,0,2,Supermarket Type1,2255.7304,1
NCE30,0.7435984799565336,Low Fat,0.6426643822484166,Household,1.173851924020624,OUT049,1999,1,0,Supermarket Type1,1486.7314,2
DRI37,0.708102879195481,Low Fat,2.2088422224269086,Soft Drinks,-1.3425483360915844,OUT010,1998,3,2,Grocery Store,117.1808,0
FDW48,0.0,Low Fat,-1.1170228410039973,Baking Goods,-0.9575980222095387,OUT027,1985,1,2,Supermarket Type3,1530.6742,1
NCC18,1.4771742290182854,Low Fat,2.161022166397767,Household,0.5291259087801137,OUT045,2002,3,1,Supermarket Type1,2414.1908,2
FDH02,-1.3222454843367217,Regular,-0.8773410487144664,Canned,-0.8148840614283686,OUT018,2009,1,2,Supermarket Type2,814.9392,1
NCZ30,-1.483158874453493,Low Fat,-0.7743416090707373,Household,-0.3257189934239552,OUT035,2004,2,1,Supermarket Type1,2530.7058,2
FDI45,0.05735019857618527,Low Fat,-0.550398439174333,Fruits and Vegetables,0.5285349474031865,OUT018,2009,1,2,Supermarket Type2,3677.2134,1
FDK41,0.34131500466460546,Low Fat,1.1881732627435329,Frozen Foods,-0.8699077044148209,OUT013,1987,0,2,Supermarket Type1,852.224,1
FDQ07,0.5306248753902185,Regular,0.4192456450949903,Fruits and Vegetables,1.2935762025407023,OUT018,2009,1,2,Supermarket Type2,2873.5928,1
NCE06,-1.6641864383348606,Low Fat,1.6861292653217832,Household,0.3452084506913786,OUT010,1998,3,2,Grocery Store,323.5788,2
FDF11,-0.6300812694961979,Regular,-0.938640894643659,Starchy Foods,1.5811592060808564,OUT018,2009,1,2,Supermarket Type2,3605.307,1
FDU51,1.7374753012660034,Regular,0.587294320485946,Meat,0.6023633668130385,OUT013,1987,0,2,Supermarket Type1,4604.6728,1
NCH06,-0.13195967214942778,Low Fat,1.2017552722565072,Household,1.7239566722739834,OUT010,1998,3,2,Grocery Store,985.384,2
FDD38,0.9210764837617961,Regular,-1.123119424941067,Canned,-0.6379393052380458,OUT013,1987,0,2,Supermarket Type1,1528.011,1
FDU07,-0.415924478237848,Low Fat,-0.12181565500258519,Fruits and Vegetables,0.1468381328408511,OUT046,1997,2,0,Supermarket Type1,1813.6392,1
FDK08,-0.8667186079032145,Regular,1.0924134293069747,Fruits and Vegetables,-0.6566605762494879,OUT049,1999,1,0,Supermarket Type1,1416.8224,1
FDW15,0.0,Regular,-0.21872986844401351,Meat,0.10246464162553356,OUT027,1985,1,2,Supermarket Type3,3266.4148,1
FDE21,-0.013641002945919469,Low Fat,-0.8363569922903897,Fruits and Vegetables,-0.3732624785470262,OUT049,1999,1,0,Supermarket Type1,1274.3412,1
FDX28,-1.5458677691313523,Low Fat,1.14396079928401,Frozen Foods,-0.6710716833053023,OUT035,2004,2,1,Supermarket Type1,1388.8588,1
NCR50,0.0,Low Fat,-1.053772604546093,Household,0.2013960725683123,OUT027,1985,1,2,Supermarket Type3,7503.566,2
FDL27,-1.5825465565844399,Low Fat,-1.0748714769144856,Meat,-1.244715322490702,OUT018,2009,1,2,Supermarket Type2,774.9912,1
FDK14,-1.3908703124747563,Low Fat,-0.48520422756349946,Canned,-0.9522729463239715,OUT035,2004,2,1,Supermarket Type1,818.934,1
NCB07,0.0,Low Fat,0.21320340872104993,Household,0.9060051034218513,OUT027,1985,1,2,Supermarket Type3,5892.33,2
NCR53,-0.16745527291048037,Low Fat,1.5288636155679909,Health and Hygiene,1.3496982628690508,OUT035,2004,2,1,Supermarket Type1,4950.8888,2
FDB60,-0.8418716873704777,Low Fat,-0.7258214049002941,Baking Goods,0.880352883217976,OUT017,2007,3,1,Supermarket Type1,3693.8584,1
FDW48,1.2168731567705668,Low Fat,-1.1159638582184686,Baking Goods,-0.9897154883468562,OUT049,1999,1,0,Supermarket Type1,805.618,1
FDR55,-0.16745527291048037,Regular,1.2777749556463882,Fruits and Vegetables,0.7482473215019616,OUT035,2004,2,1,Supermarket Type1,4349.0056,1
FDO22,0.152005133938992,Regular,-0.9349070490291829,Snack Foods,-0.9875604063690423,OUT045,2002,3,1,Supermarket Type1,1597.92,1
FDL48,1.5363335636200397,Regular,0.32173249527158604,Baking Goods,-1.4740211837246935,OUT017,2007,3,1,Supermarket Type1,777.6544,1
NCZ05,-1.0347311181721965,Low Fat,-0.15598855928912925,Health and Hygiene,-0.6069202564426245,OUT013,1987,0,2,Supermarket Type1,722.393,2
FDO25,-1.5517837025915278,Low Fat,1.1884338704256263,Canned,1.1166314463503788,OUT046,1997,2,0,Supermarket Type1,6291.81,1
FDF47,1.8912895712305646,Low Fat,0.6086848307981482,Starchy Foods,1.3550650914605962,OUT013,1987,0,2,Supermarket Type1,3365.619,1
FDY40,0.6252798107530253,Regular,1.5028289158795811,Frozen Foods,-1.4858115055437027,OUT010,1998,3,2,Grocery Store,49.2692,1
FDR25,0.9802358183635502,Regular,1.4279125608335077,Canned,2.0040595179507568,OUT045,2002,3,1,Supermarket Type1,3974.826,1
FDD59,0.0,Regular,-0.0052661470521955245,Starchy Foods,-0.9490194470042612,OUT027,1985,1,2,Supermarket Type3,1677.816,1
FDX38,-0.5579068812820579,Regular,-0.34819653202377987,Dairy,-1.4798954682812087,OUT013,1987,0,2,Supermarket Type1,671.1264,1
FDE26,-0.8418716873704777,Low Fat,0.4433342570142769,Canned,0.04794845460405087,OUT046,1997,2,0,Supermarket Type1,2745.0934,1
FDH48,0.0,Low Fat,0.7706450238444119,Baking Goods,-0.8790354882910464,OUT019,1985,2,0,Grocery Store,519.324,1
NCK29,-1.713880279400334,Low Fat,1.1538437341316137,Health and Hygiene,-0.28134550220863747,OUT013,1987,0,2,Supermarket Type1,1231.73,2
NCF54,1.2168731567705668,Low Fat,-0.36350518856687214,Household,0.48416145618786904,OUT046,1997,2,0,Supermarket Type1,2931.5174,2
FDI38,0.11650953317793943,Regular,-1.2817577519125376,Canned,1.0594109686801343,OUT017,2007,3,1,Supermarket Type1,7247.233,1
FDJ07,0.0,Low Fat,-1.0035576751700448,Meat,-0.4091408999690236,OUT027,1985,1,2,Supermarket Type3,1631.21,1
FDS55,-1.381404818938476,Low Fat,-1.2817577519125376,Fruits and Vegetables,0.11531162808046026,OUT018,2009,1,2,Supermarket Type2,890.8404,1
NCX53,1.713811567425302,Low Fat,-0.7971569724060761,Health and Hygiene,-0.009272023066193812,OUT010,1998,3,2,Grocery Store,567.2616,2
NCP55,0.4241380731070612,Low Fat,-1.2817577519125376,Others,-1.399219605090881,OUT035,2004,2,1,Supermarket Type1,1105.228,2
FDV04,-1.1909117615208273,Regular,1.6258075025451388,Frozen Foods,0.26554749943099015,OUT046,1997,2,0,Supermarket Type1,942.7728,1
FDV40,1.0630588868060065,Low Fat,-0.9970045335534128,Frozen Foods,-1.0741523068218637,OUT046,1997,2,0,Supermarket Type1,960.7494,1
NCN30,0.8264215483989897,Low Fat,-0.9510572051805934,Household,-0.6881453283039002,OUT018,2009,1,2,Supermarket Type2,1544.656,2
FDT57,0.5542886092309202,Low Fat,-0.9107425767449019,Snack Foods,1.5501819099914136,OUT017,2007,3,1,Supermarket Type1,3318.3472,1
FDI52,1.3825192936554784,Low Fat,0.7512075399857144,Frozen Foods,-0.31451963298187263,OUT045,2002,3,1,Supermarket Type1,3185.1872,1
FDT57,0.5542886092309202,Low Fat,-0.9131364034746114,Snack Foods,1.569452389673804,OUT013,1987,0,2,Supermarket Type1,1659.1736,1
FDK33,1.1813775560095148,Low Fat,-1.0640395509960552,Snack Foods,1.133155882678029,OUT035,2004,2,1,Supermarket Type1,5752.512,1
FDQ39,0.4596336738681138,Low Fat,0.28868768926918315,Meat,0.7883524014676299,OUT035,2004,2,1,Supermarket Type1,4586.0304,1
FDR23,0.708102879195481,Low Fat,0.30664639993729015,Breads,0.5659774894260714,OUT045,2002,3,1,Supermarket Type1,2646.555,1
FDX47,0.0,Regular,-0.10745833472811328,Breads,0.25430638628292923,OUT019,1985,2,0,Grocery Store,471.3864,1
DRP35,1.4180148944165314,Low Fat,0.4790810022201537,Hard Drinks,-0.23059027047183467,OUT035,2004,2,1,Supermarket Type1,1150.5024,0
FDU26,0.9092446168414451,Regular,0.10085060314968126,Dairy,-0.33104406930952235,OUT010,1998,3,2,Grocery Store,119.1782,1
FDR39,1.7729709020270563,Low Fat,0.3449483641210387,Meat,0.6654163763338201,OUT049,1999,1,0,Supermarket Type1,4925.5884,1
FDV48,-0.8667186079032145,Regular,0.39275297285562205,Baking Goods,-0.9944913555614752,OUT010,1998,3,2,Grocery Store,157.1288,1
NCG18,0.5779523430716221,Low Fat,-0.8345904768977795,Household,-0.6288532740677985,OUT018,2009,1,2,Supermarket Type2,1025.332,2
NCD42,0.8619171491600419,Low Fat,-1.0370173873639226,Health and Hygiene,-1.6418799087447695,OUT013,1987,0,2,Supermarket Type1,759.012,2
FDP59,1.8912895712305646,Regular,0.5500554867929147,Breads,-0.5849872388174503,OUT010,1998,3,2,Grocery Store,207.7296,1
FDF34,0.0,Regular,-1.01135249241851,Snack Foods,0.9461101833875196,OUT027,1985,1,2,Supermarket Type3,5753.8436,1
DRD15,-0.5342431474413564,Low Fat,-0.18115869502728335,Dairy,1.4608857188898299,OUT035,2004,2,1,Supermarket Type1,2091.2778,0
FDP03,-1.823916641759597,Regular,-0.09603582598348409,Meat,-0.30758868378943943,OUT046,1997,2,0,Supermarket Type1,3219.8088,1
FDO20,-0.00180913602556889,Regular,1.666195277893832,Fruits and Vegetables,1.7928839663512806,OUT035,2004,2,1,Supermarket Type1,3532.7348,1
NCY30,1.7493071681863543,Low Fat,-0.7788320232461622,Household,0.6279738343109353,OUT035,2004,2,1,Supermarket Type1,3440.8544,2
DRH37,1.1222182214077605,Low Fat,-0.4758290764927191,Soft Drinks,0.3590703490762449,OUT013,1987,0,2,Supermarket Type1,3453.5046,0
FDT10,0.9092446168414451,Regular,0.731037966779402,Snack Foods,-1.3190094451595444,OUT010,1998,3,2,Grocery Store,59.2562,1
FDF35,0.506961141549517,Low Fat,1.7088853978764829,Starchy Foods,-0.5620393092623371,OUT045,2002,3,1,Supermarket Type1,428.7752,1
FDG10,-1.4736933809172124,Regular,-1.0697745674551054,Snack Foods,-1.3671438916595422,OUT035,2004,2,1,Supermarket Type1,801.6232,1
FDK03,0.0,Regular,0.144015422176645,Dairy,1.829777299703217,OUT027,1985,1,2,Supermarket Type3,8138.7392,1
FDG20,0.6252798107530253,Regular,1.1543003111929757,Fruits and Vegetables,0.5975457468924407,OUT046,1997,2,0,Supermarket Type1,1416.8224,1
NCL07,0.0,Low Fat,-0.6773014333114503,Others,-1.629074674995821,OUT027,1985,1,2,Supermarket Type3,759.012,2
