,y_test,prediction
5921,926.7936,683.7330273748987
4852,1923.4962,3411.753273075313
4731,4086.0146,3849.9819211364234
2898,2376.906,2634.0150312712844
6966,223.7088,-7.816934523431655
5890,4933.578,2933.7962671505366
3389,97.2068,-888.9454312838798
1275,1162.4868,3117.062464104951
763,622.523,1067.1281781611208
7772,3645.255,2450.0323051805785
2534,2535.3664,2811.559548571852
4169,1604.578,2841.9568986983722
325,387.4956,1217.3560848360967
5172,1685.8056,2215.3315219917313
3660,559.272,1955.7445647983102
5711,1877.556,2039.7857653500496
7091,2885.5772,2252.6227725914696
3688,1454.1072,1901.2549499252623
5590,1000.6974,1477.511782321447
655,1230.3984,1629.5495480462498
5284,392.822,1245.3140331295604
7006,3904.917,4187.97398966867
3303,3515.424,2732.804197459961
5136,3745.125,3933.8436433982793
3110,2947.4966,3896.0724837166144
5834,141.8154,314.5241896181021
428,796.9626,1497.4915942587832
2939,2125.2336,1362.1665700588624
1236,841.5712,1664.7230211416445
793,2045.3376,2961.0986907816127
727,744.3644,997.6039421424939
6451,4166.5764,4574.238358254496
6620,1158.492,2058.5763705653662
2147,782.315,2507.734730096171
6544,932.12,1621.8531616397859
3960,322.2472,536.2934165167233
3497,225.0404,1814.9631478793517
1763,1001.3632,1729.893219228401
3605,4456.1994,3109.6934018923007
5847,543.2928,997.378924545334
4198,2303.668,3705.352117883011
2998,1090.5804,2365.110210165473
8509,424.7804,1525.357738044911
5737,2097.27,3290.244045612944
8277,314.2576,682.7196003390833
242,3248.4382,3163.862508526528
1507,1768.3648,3189.5559664792518
4521,3111.9492,2586.047916825984
3381,838.908,2292.0282733753847
5170,1358.232,1608.7076162435885
3407,7334.4528,4817.325137006825
6295,2576.646,1912.9136448013396
6788,3387.5904,2235.5020696090287
6249,619.194,377.50801670188014
1990,426.112,-138.08462197680456
799,2588.6304,2356.242020902149
7910,2407.5328,2441.914326545358
7445,1215.7508,1845.5147139756791
8420,1867.569,2099.1852864806287
8325,771.6622,559.4579166853531
562,1238.388,2096.342721250777
5303,639.168,2134.4906208766524
95,487.3656,53.65413676991079
3176,353.5398,1908.7796327014487
1050,1099.2358,1403.600466803128
5692,1340.2554,2025.3944905629944
6632,1324.942,5598.810452864357
2443,1278.336,2649.577867569004
2462,1682.4766,1427.1701938598676
3175,3861.64,2927.0689548422965
4443,1859.5794,1557.0084060393594
461,759.012,682.6526560914522
4344,1208.427,1866.4322920272193
314,801.6232,1800.7391952270214
7566,432.77,1609.0452448677468
1620,1537.998,700.3183769841678
5013,1342.2528,1043.6331088735774
1699,665.8,740.6247896105683
7815,175.7712,-422.95609535623953
5068,3004.0896,3110.844685802734
7812,723.0588,2042.9060791956435
5365,4685.9004,4129.962158275403
6189,6371.706,3320.638620345494
1930,2978.1234,2108.5977761368804
7647,2741.7644,1543.0328168829458
4200,1263.0226,2792.909360675616
2600,745.696,1190.2754692194744
1177,347.5476,725.5327400221706
3653,2854.9504,2894.892099781074
7682,786.9756,2377.288184700996
3992,2960.1468,2216.809967851749
5963,3398.2432,2153.961875946483
5385,2929.52,2604.237908936014
7481,572.588,1954.4859322805928
3654,1238.388,1420.175048909355
1587,1235.059,2801.6858367181417
6009,2241.0828,3606.477102988109
2639,3038.7112,3501.8389379547925
8083,2920.1988,2822.141274985678
117,2542.0244,1735.3770488063942
6579,415.4592,-978.5914624380516
8377,1973.4312,2334.256824012637
7969,77.2328,-901.9704988173471
8459,741.0354,1673.7014971640524
4871,802.9548,2182.931557262592
3884,311.5944,-275.5345196704254
5220,578.5802,883.502872724653
4458,2245.0776,2957.5902893326042
1544,3410.2276,2070.9811826024115
1996,6751.212,4440.9755581188665
1067,6183.9504,4170.2202618942065
7846,559.272,1097.4033837746224
5821,4566.7222,5247.695047491954
8320,1884.8798,3052.460062981909
6911,1406.1696,1490.2733904278018
2869,2840.3028,2555.5761705516875
556,1637.868,3167.9685174233573
648,3067.3406,2880.407160524908
6391,2586.633,3000.869653365201
1002,2656.542,1956.1903269557727
1176,339.558,643.3942879803153
4895,1006.6896,1448.8974119065997
1012,6622.7126,3660.646899265277
2244,149.805,835.2241549918818
7013,4250.4672,3345.3362897478046
2591,1277.0044,1309.8706270309235
5214,1150.5024,2334.995804189201
7665,1118.544,820.973241483897
1471,1274.3412,2144.161009364209
6334,7883.072,5277.222282404493
5909,2404.2038,1291.2840852368154
6776,482.0392,1984.7811752754783
1346,1454.1072,1454.65092762044
5135,2428.8384,3150.314996373111
6431,852.224,1718.1046227446445
953,745.696,1092.9714606039897
788,365.5242,668.2965998044629
3354,223.7088,-103.94226627905982
7506,2736.438,2897.3071703293635
5822,1860.2452,1475.0181714065925
2559,535.3032,2844.71405216629
1191,3717.8272,3720.251414642802
7662,5410.9566,4013.820912839454
8341,2423.512,1520.8501622768617
3118,4159.9184,3278.0621764586267
203,6704.606,4195.719964092261
2626,865.54,1149.30058402655
4447,186.424,-1148.7260124834704
3677,543.2928,479.0682078824515
3608,302.939,1001.1137162554153
2758,1768.3648,3271.1673926993412
7314,1788.3388,1677.1716029764855
7786,837.5764,907.7469166188716
7561,388.1614,681.4194547646302
1005,2157.192,1301.6722212987238
5270,183.095,576.0729724215328
3784,3109.9518,1823.3383939909882
1424,270.3148,506.8134252084643
435,3038.7112,3295.212222282581
5707,910.8144,441.7112969315267
990,741.0354,740.8607192145953
817,1868.2348,2786.222575496539
5427,44.6086,-1082.8328112744753
4170,894.8352,1848.8185999942884
4053,1960.781,1759.8144073448605
658,1166.4816,2971.3388557653457
1329,3511.4292,4661.9482748519285
5916,3745.125,3560.540664661609
636,103.199,-130.26178214918218
2468,5668.6212,4106.08012687158
2323,2696.49,2928.5121991696506
245,3755.112,3924.990418735795
7711,1151.1682,2566.06745044533
6105,296.9468,652.7986529960822
7290,1354.903,2052.9985223980166
7746,1901.5248,1736.2122701801159
3927,1295.6468,2851.781017106957
2806,2127.231,2418.4389672586785
6563,1870.898,2599.746575866865
4715,264.9884,2420.9234851212627
3365,3048.6982,2596.3668942852255
4075,4828.3816,4254.65589702568
253,1877.556,2033.5989252570653
3691,146.476,-670.5020265511273
1114,1078.596,3296.5652327193507
1151,2277.036,2061.2702225612597
6506,5834.4054,3993.083336529909
1737,1999.3974,2750.5190027693707
3460,1965.4416,3890.351511111224
8224,3984.1472,3948.268533396622
3060,1203.7664,2365.6349993789436
2619,2972.1312,2633.9025110661005
6597,1480.7392,1562.3685822088478
2818,263.6568,209.3121764885732
7451,4165.2448,3802.169603692633
6777,2356.932,2761.153483655162
4254,671.1264,824.5204780830254
1752,216.385,-975.0650808575788
2672,1203.7664,2386.410672108968
5091,3155.892,4101.020673971341
2016,763.0068,1988.4779937389103
500,2330.3,1905.7895240981572
726,3079.9908,4155.428542701305
3566,3323.0078,2419.9408892518823
6156,2550.014,3965.4506573563444
1691,1384.1982,2847.7663754459722
5642,5978.2182,3804.290008764166
3267,4586.0304,2961.127342709337
1119,767.0016,1137.1994952362688
4299,2796.36,3022.8068471373795
2066,1414.1592,1316.7582511895512
6333,1208.427,1904.3141173256884
1875,1046.6376,2326.7258518515337
8151,2396.88,1615.786142369427
7744,450.0808,1616.1911259979079
6492,449.415,528.4294189104021
3074,279.636,1488.9370512689857
4175,228.3694,1702.8371959348262
5443,162.4552,629.344778677636
4221,2783.044,2259.056718750262
4298,591.2304,-253.50554478621416
1850,1761.7068,1770.3198821483861
507,1603.9122,2456.6017989221627
3297,1938.8096,3599.2589310580747
4362,1201.769,987.3692109745814
6307,3010.7476,2488.955384017576
6412,1557.972,1694.5353287124622
2518,713.0718,2062.0530365419772
6659,3004.0896,3956.9957804907112
4275,561.9352,1992.062530695118
3907,1438.128,1415.4527525100889
1021,4027.4242,2801.7146748200007
6764,2213.1192,2957.017831506376
8323,1842.9344,1582.9152197028545
5447,4532.7664,3885.3820714553153
6121,4287.752,1933.5258471983143
7344,3225.1352,5072.541993654069
6439,1653.8472,1454.5334521246104
2705,1219.7456,2725.751014251836
3974,1201.769,3826.336066119318
7804,382.1692,1411.8007805842112
7342,2408.8644,1181.837835465213
6591,575.917,-61.13474718072348
246,3440.8544,2809.0080657543704
7906,427.4436,1514.5072830147135
4927,743.0328,1123.8038224532534
6840,4725.8484,3446.787084618532
285,2267.049,2434.3152582303082
2478,1356.2346,3016.032336021799
1225,202.4032,-166.057967666909
5278,878.856,422.0531629040843
4565,1665.8316,2958.144315637321
481,3046.7008,3945.348858756358
2701,2465.4574,1647.9215461735403
3066,1018.0082,1216.1123905766776
6061,1326.2736,1786.2055045754698
942,1135.189,1728.198282459141
565,2863.6058,4305.08017738908
1204,165.1184,-626.8189851895665
488,1581.9408,2166.177787013228
104,3185.853,3054.7894362938378
6014,1264.3542,2352.77583367733
3736,669.129,769.7293661820803
5002,4221.8378,3919.248765646434
6829,3349.6398,5425.858645645074
5700,1128.531,1200.9735228723544
1464,1923.4962,3421.802763854363
4320,2892.2352,2102.866789613246
3140,564.5984,208.08685354324675
3826,2969.468,2509.011789630878
1816,1230.3984,1527.6273457687191
599,5502.837,2853.173993406219
7168,223.7088,43.798698371550245
7731,1076.5986,1552.1586129465527
7562,7717.9536,4371.305965397779
649,3281.7282,1735.7935598750475
5870,1794.331,3984.8482004000616
4638,540.6296,605.011849933732
1581,4221.172,3354.8976405263766
1958,2343.616,1872.9041357887477
7695,1821.6288,2040.851489167354
5325,6207.9192,5008.064030382119
1285,4965.5364,5049.415752365718
8019,3593.3226,2802.705218093759
8361,1390.1904,2500.6280082508547
689,3456.1678,1977.9551480236817
4247,1874.8928,3643.9990901194433
3167,3430.2016,3467.2851239180814
6663,199.74,369.8550497750348
5595,4761.8016,2785.688537652024
7673,1724.422,2671.9944667404325
5621,2097.9358,1512.5073609916235
3944,1347.5792,1585.5276877064157
538,1049.9666,918.5389120651066
639,5736.5328,3786.073335360738
4681,8262.578,5296.813895053982
6456,2423.512,3023.1268902357347
1786,2243.746,3434.730759903791
4788,3003.4238,3626.094862040342
383,1176.4686,700.9678943309509
545,319.584,767.3600568530733
7331,2458.1336,2716.8692712478496
4613,2406.867,2551.551234585848
1358,2516.724,3985.1665324408727
5299,4828.3816,3614.387222698474
4228,790.9704,1252.8605740391777
1500,2628.5784,2070.2201164397957
3296,308.9312,952.2958536900726
6060,759.012,694.3748379434057
3710,2451.4756,2815.0399392481104
1542,1605.9096,2578.2636059263655
2345,307.5996,548.5941584637178
7291,5492.85,2898.8194388061306
2959,1358.232,2123.7527456409825
7268,2189.8162,3028.72252840651
6602,1491.392,2651.1023293946323
2625,2812.3392,1937.8553864807966
4954,1721.093,3899.2649075682657
7656,288.9572,516.7135045359826
7694,1035.9848,4067.40988048527
6870,3235.788,1977.4901819997062
1123,1570.6222,3535.585328167622
2753,592.562,68.40454892536172
3480,1428.141,1822.7704443089913
7348,767.0016,4160.550085359441
1293,2925.5252,3476.6555160851867
3544,4414.9198,3566.927709734277
4964,1687.803,3513.5868046091036
7931,2247.075,1000.2694181115604
2315,5383.6588,4661.910087969112
7941,79.2302,-455.7090994835023
4568,6201.927,3647.022598177809
4288,2098.6016,2028.7341489831472
7270,965.41,1514.3048928008363
6370,1662.5026,2148.8267481162875
7527,1565.9616,1970.2411435659437
7532,2631.2416,4064.6040477079678
5607,3691.1952,2421.267052778227
6158,1981.4208,2078.2168094807503
1141,1350.2424,810.8248903329295
7196,1701.7848,1612.1123814237437
2277,589.233,1210.2646681994142
271,2093.2752,4069.4193627486848
813,5243.8408,3585.1802294689696
6086,2404.8696,2873.7663610778163
2772,4563.3932,3058.5879337331185
3242,1597.92,1390.0321976824698
5082,2782.3782,2063.8267676526903
6054,579.246,1834.402996484438
3323,5033.448,5476.656365975001
7218,886.8456,1204.8791001011589
3461,1022.6688,4135.1106156255455
4261,1537.998,1233.0228841161693
3428,552.614,911.1929576920119
6861,4293.0784,2563.24829715043
4479,2804.3496,3378.2894827121986
1680,495.3552,2029.6603347922796
57,796.9626,944.6505958262478
5887,1086.5856,705.3115330653123
4101,575.2512,1151.4293729528458
7690,7943.6598,4403.322296888356
5994,633.8416,788.5999832665939
8411,4431.5648,2674.0724790183745
6935,344.8844,876.7328140844443
7630,2167.8448,1802.8633878987848
7200,3448.844,2534.6703222641922
4475,3395.58,3569.973636386137
1695,2587.9646,3121.7801022264634
1936,958.752,1278.9161337832243
1419,3020.0688,4092.208565835033
1250,2876.256,3111.8736942297182
7051,503.3448,960.6403511765831
1934,2372.9112,3345.0209942472698
261,1418.154,1391.113544521274
7370,2693.8268,2423.629032274347
6654,4527.44,3607.239686881661
5235,2648.5524,1227.2434497781953
1706,3271.7412,5411.152934735504
5676,4436.8912,2125.7850634922374
3036,1833.6132,2131.0364801666324
1976,254.3356,152.23543218069108
440,2181.1608,2735.8134258155283
1359,965.41,1611.5409381008828
2104,970.7364,1619.166159815005
2498,2167.8448,1641.4865957218203
619,534.6374,932.2207865418419
1288,1834.9448,2306.2002149713317
94,1274.3412,1967.4778474599243
5158,1518.024,1298.5447284696622
157,1910.1802,1555.4665307151338
4617,3453.5046,2699.4524706264488
4495,4873.656,5256.258907371812
2830,6231.888,3937.877933311451
1075,809.6128,801.2790412601191
7702,922.7988,821.1111125472416
8024,1772.3596,1298.2808730267907
4278,3723.8194,3481.827276746647
7383,815.605,784.9686612760452
6989,1049.9666,968.5881929445821
2618,2101.9306,3064.0095881057086
1165,759.012,906.6237050526702
3568,540.6296,613.6916401458157
4938,210.3928,-170.7057340915576
5350,679.116,809.1212162881288
4503,1697.79,2011.1807842158078
2777,595.2252,3214.1533387758427
3261,960.7494,1183.8609488943632
7387,657.8104,892.3819106466663
173,3969.4996,2896.520603599387
4507,2770.3938,2092.6242657256034
2419,2125.2336,1377.747900090403
3640,778.986,1030.9627712010601
1754,202.4032,-166.01639381998325
2184,2406.2012,1496.60863507616
3427,2918.8672,2983.3019578260523
3235,774.9912,727.2721178529474
8211,2741.0986,1906.4133261409672
2367,1948.1308,1686.6100759116623
1516,95.2094,-243.79742896731955
5996,868.869,957.5072326152774
7211,3523.4136,2212.936542528587
2382,782.315,2512.0866024372854
211,5650.6446,3858.087122465937
4846,3266.4148,2362.1841299116913
4138,383.5008,719.0497670787416
628,4763.799,4210.292673359701
7918,1965.4416,1765.0796427463413
4111,790.9704,408.06276004457845
410,1504.708,2342.6987482261325
2394,55.2614,-863.3233124479057
2493,4687.232,3433.244269836892
1482,4138.6128,3143.9431742369215
883,387.4956,1176.5608671868818
3829,3568.688,2890.1839392924185
6069,1565.9616,1758.1035640588805
1605,277.6386,-376.03337592966886
3113,199.74,-254.0659880412304
6723,4984.1788,3972.1911830426343
7195,1830.95,2672.1668980666623
6967,2390.8878,1867.9909815940935
906,33.29,-1367.106709178728
1084,5778.4782,4117.9101633685295
7651,5944.2624,3889.05261924541
4740,2805.0154,3682.0166455167882
1109,868.869,1684.5412966873853
1559,3554.7062,2948.140740402395
6965,1877.556,1865.856151513692
723,2566.659,4174.810436005924
7814,1311.626,2089.00952627041
4120,1076.5986,926.2399611077482
8029,751.0224,3950.887226714601
4834,902.8248,1226.8694455595928
345,703.0848,884.8421893644061
2819,945.436,780.5603179873373
6279,1565.9616,3607.0590325585026
1349,4567.388,3642.469694889471
913,591.2304,1115.5161665390212
7347,4008.116,2163.9731912820316
3989,3197.1716,3568.0658281141073
7281,958.752,1170.5718677582
2268,227.7036,673.349825314471
4766,1765.7016,2363.1655494482193
2142,1208.427,1457.6828332634748
5111,2916.204,2281.8612184538383
5387,2157.192,2501.836331935041
6768,1155.8288,2750.1919628682026
792,2822.992,2849.213470800056
4772,8413.0488,5007.982214805039
4649,4530.1032,2572.1703013861325
4401,3938.8728,3412.9146063435346
7473,1838.2738,2492.764842999362
45,358.2004,993.6558300780862
6240,2021.3688,971.805510236259
8322,3271.7412,3681.532397933778
3906,4794.4258,4073.0661986922987
87,3285.723,3913.6572593116207
1744,939.4438,1009.1283890650869
2203,1953.4572,1516.4905799473563
4519,3338.987,3093.7014929917873
3842,4364.319,3565.538908411242
2527,1050.6324,1005.8736827784428
2464,3185.1872,1934.1110937012104
7338,4910.275,4604.259983340582
2358,1379.5376,1524.2295887155904
7417,994.7052,1823.3351802640136
3080,4274.436,3055.284032201828
3807,3050.6956,3070.6931635108062
6003,1516.0266,1132.6513863032844
5982,194.4136,-988.5676735929478
5922,3048.6982,2620.259253347622
1081,490.6946,851.5598616686467
1552,1304.968,2666.8744375345823
7837,2510.066,2947.111396343889
1505,4013.4424,2916.689000170004
5481,1048.635,1828.5303528423344
7412,2026.0294,1885.4764576802952
2859,2103.2622,3727.4430843714754
6647,379.506,1080.0277424388992
8428,2094.6068,3106.5154600437595
5433,3372.9428,3239.540540472564
1998,8239.9408,5323.036120721301
7480,1186.4556,3179.0175066155816
3332,1528.011,2430.5163314114393
2210,3635.268,2046.322230916237
6791,3225.1352,3388.1410851362994
5076,319.584,810.9185250719983
4168,4396.9432,2702.4542688875026
985,1478.076,2007.917982151188
1069,4843.695,2983.294053983136
7161,942.7728,2046.6789402462362
1755,2342.9502,3826.1219715856423
2154,3542.7218,3275.099987061114
5210,3418.883,3947.9316451980803
5300,3520.0846,3378.515375966035
2533,2787.0388,3007.247954683455
6268,499.35,779.4228171028353
2440,2045.3376,4167.88125810419
4981,4870.9928,4005.124203065933
7803,3036.048,5326.014545667408
3157,420.7856,-40.11373288715481
4494,4649.9472,4477.992657169305
8416,925.462,1440.5375887861055
7822,719.064,1166.891443001272
3861,2908.2144,3868.8261418273783
5355,1091.912,1741.551440945872
2032,3779.0808,2688.700254709035
5932,2490.092,3904.8395263527436
2976,4902.9512,2705.5704952778733
996,1150.5024,1982.8142430865653
5109,2745.0934,2310.7019200192
8071,2376.906,1714.0967630972584
1760,1442.1228,1308.8550359157607
8063,214.3876,-257.42695320897724
1698,2113.2492,1471.0606703536482
8221,1603.9122,1998.4984523481044
8261,621.1914,1476.9603532596516
7862,5022.7952,2052.719719890979
8057,4391.6168,1699.6822092092689
892,3115.944,3516.5494914638402
5098,1733.0774,1563.6916281735787
7135,5688.5952,2877.3237500571977
5204,3476.1418,2461.1462515868957
7765,3494.1184,2838.5279106329544
8427,1090.5804,885.0948390231423
3629,2105.2596,2056.197683417544
135,1969.4364,1804.238457093954
3620,2812.3392,1998.0912751574922
8504,4138.6128,3164.986682678901
5698,1334.2632,1814.862433548667
108,679.116,1497.857601072709
576,353.5398,613.0372457716832
5808,1561.9668,1387.897712274429
1298,314.2576,658.7219491163235
8298,2889.572,1707.472203008495
7454,2496.75,1506.1658916862057
5121,3845.6608,3870.3489319019377
1969,2274.3728,2550.050912861482
4395,2458.1336,3074.76168415063
4727,1917.504,1713.4345968784505
166,2838.9712,3463.2284623412897
3795,563.2668,1244.4794106456052
2125,1076.5986,1614.7193229471472
7017,1336.2606,2422.4054415844316
1061,1160.4894,1153.764215273352
4032,4623.3152,2644.144617411033
4678,487.3656,1101.1359161386172
5434,1281.665,2199.6786014780487
4106,2775.7202,4251.809649130166
4603,1787.0072,1377.0855456763065
646,3775.086,3964.3218673459914
3507,288.9572,503.4714064949444
4493,4532.7664,3499.132653036706
5656,516.6608,1995.0114830876128
1673,1322.2788,3424.771887150423
3540,110.5228,-752.1068010725169
2762,2858.9452,2355.241522676329
6584,151.1366,633.3806775825446
6864,3020.0688,3451.805134657016
8399,284.9624,283.1817203117828
668,1270.3464,1770.180070705633
6756,1720.4272,1571.2574395115053
2592,447.4176,699.3943530968753
7792,1775.6886,1378.3910130841464
8137,1182.4608,2404.4554359320546
2920,759.012,2346.22118766624
1475,4823.721,3657.7983687171563
6057,7033.5112,4290.120365371404
6555,713.7376,818.5706302862403
4797,3795.06,2596.279479517565
2564,4060.7142,3419.2312334737353
4901,4986.842,3715.666537038485
816,1203.1006,1470.8935319000004
2574,2607.2728,1878.9188478361102
6050,6303.7944,2780.62964319618
8125,3757.1094,4598.087500822447
8233,1025.332,1488.1144421783788
2612,736.3748,1606.0112855027792
6793,1704.448,1676.136379869927
2106,3533.4006,1917.528474950948
2689,3440.8544,2862.120712962522
2729,535.3032,2579.1905204146183
6298,316.9208,1427.150963913196
3138,1139.8496,1894.2714940271367
1485,4960.21,2994.067261430256
3352,3046.7008,1587.1066106766561
4528,1384.1982,2128.919511428278
7358,2856.282,2115.183683668295
3565,644.4944,787.1555512303418
2373,3961.51,3755.72280959131
1115,4029.4216,3739.834505054008
1049,1808.3128,3998.0049240297226
2790,5298.4364,3526.259337538356
1280,790.9704,1283.0845655303688
6357,745.696,1259.3629715600723
522,276.307,-926.8256186050535
5504,711.0744,1093.956578646265
1496,170.4448,-392.4753010045381
5077,492.692,731.9010890100549
2105,3568.688,2805.314940761707
4167,508.6712,2002.2565291533854
6705,2822.992,2474.322945590634
8268,694.4294,1301.7478851185065
7380,4751.8146,3383.5613260937926
4197,449.415,435.783144596644
6090,3728.48,3776.5594995873626
1295,1571.288,2435.290998670394
6600,588.5672,530.7330280842368
5073,2557.3378,1810.8361855791677
5431,2910.2118,2946.4479602120396
4388,1378.206,1576.658200227821
7418,5015.4714,3682.8403334190366
1011,1488.7288,1545.5492504940835
2287,221.0456,73.848475903804
4585,1376.2086,1699.230715477455
2080,1576.6144,3005.2931041537586
4434,5033.448,4421.606059135924
1878,1780.3492,2089.1347247764843
1184,1713.7692,3164.008831172154
3035,2956.152,1690.3845113335528
5407,1571.288,2538.333137229484
6406,3085.3172,3513.217773085506
630,1288.9888,2261.2624547845426
7285,1290.3204,2675.5275260816024
5571,2566.659,2738.7712721272374
7706,577.2486,709.959445684049
1458,5954.9152,3702.2051892784207
1943,2826.9868,2038.524140927278
4439,407.4696,829.2659333805555
5925,418.1224,1675.9832151626028
921,615.1992,1433.862707487477
37,1609.9044,1553.7392853880972
7855,978.726,2998.1403636463956
1304,866.8716,1763.8434664136942
7182,4013.4424,4296.445097792084
6660,4035.4138,3383.331764639805
3276,207.7296,-81.03876713837735
7861,41.2796,-1176.6976291353526
4245,958.752,1584.3636045432972
8329,6630.0364,5390.9635198861615
4672,1797.66,2336.2245498380935
720,554.6114,937.9553608896653
2986,5001.4896,2982.8883564803114
3097,3427.5384,2519.8971765357237
7436,3384.2614,2272.0933697204123
1853,2874.9244,2662.0435429355584
6919,3193.8426,3798.4742014114945
4905,735.0432,1106.818891283357
5337,1231.73,2060.3836722771703
5597,3001.4264,3434.8523188774066
4610,1864.24,3022.887644955931
8223,491.3604,1385.3458060530133
5456,1018.0082,2902.023020363189
1047,1451.444,2520.9972442023645
1902,4819.7262,5430.0118568176185
4915,6595.4148,2759.3917286792175
890,1565.9616,1880.7639097018941
3924,1896.1984,3759.701917304639
180,6024.1584,3885.6654334978766
1709,6426.3016,2701.841558343362
118,2552.6772,2150.2932713324058
2895,473.3838,593.1813502071591
1708,85.8882,-578.6821049052476
1420,958.752,1896.5502891716765
4297,41.9454,-1083.3157631739437
6084,1787.0072,2670.0176318213807
3694,438.0964,1021.746836485462
471,1665.8316,2911.0264480179285
8002,5033.448,3925.44736399594
4506,340.2238,810.0890074283575
8189,865.54,1480.2302774755638
1410,679.116,747.0694943955394
1276,1228.401,1344.6555416923138
7775,3757.1094,3218.5756127324657
1313,1901.5248,2853.63728398642
6290,2314.9866,1930.8025973540248
1309,2546.685,2342.3824567760616
4019,123.8388,-733.8953513656775
775,607.8754,2296.7428670965955
3289,715.0692,3564.512929552934
4365,1291.652,1935.3800058829195
7847,4211.185,2658.4048149915516
2275,4514.124,2354.913556536449
4711,2782.3782,2257.6954349854514
2204,288.9572,405.87672499266205
4794,4488.1578,3320.1550294753133
3130,2147.205,2291.5152294266954
7002,5000.8238,4081.8381479484788
3739,964.0784,1923.6324648410025
569,2097.27,2427.1067041372503
4832,3998.7948,3919.87961598076
4118,3089.9778,3564.0811144145237
6314,3433.5306,2073.8636689651166
4813,1617.894,2186.902740132315
1406,796.2968,1041.0193124452421
6781,498.0184,864.2941603920991
1491,2380.235,2955.307195359
4412,492.692,1597.404665851352
4021,2563.33,3699.809057667547
4324,2992.771,1706.9158318491527
6865,251.6724,155.40577198366574
5935,234.3616,97.93685156448078
6364,4470.1812,3862.9650420751323
4808,2628.5784,1707.0595153820238
1033,2253.0672,4488.962213211157
5804,150.4708,635.7799577129254
3508,4579.3724,3882.238435869373
8514,468.7232,1020.2890908327392
2300,2025.3636,2345.4965744065607
581,275.6412,1489.945250780606
2490,639.168,1161.7422743560785
8119,2371.5796,1483.8282495070264
7650,3610.6334,3323.8864653738406
2848,927.4594,2292.409836382969
4179,2406.867,2625.1227350271224
1046,759.012,1012.3202260697383
3534,1877.556,3117.780815725079
468,2663.2,1363.3827708728427
3255,7247.233,3371.236455255443
5619,8868.456,4434.665612039952
7835,57.2588,-797.7657567156798
1444,884.1824,1618.0924389178444
2112,4211.185,2924.3347100517926
4757,2812.3392,3589.8509975469733
365,3610.6334,3316.103965391387
3777,3368.948,3799.5182008923675
8179,904.8222,1442.8427351956946
3044,531.3084,997.8743658230337
7767,1743.0644,1771.857941989786
5961,2500.7448,2975.0077025873575
4920,249.0092,2180.4491214623604
2629,1657.1762,1468.5221658742585
850,2137.8838,2557.3796285286776
441,3428.2042,2911.9856748055004
1279,731.0484,1409.397589007588
2239,593.8936,522.605448573174
2008,2380.9008,3167.364356767781
3183,1035.9848,4082.3111642690155
3687,4933.578,2910.5187381901665
616,1283.6624,2627.591186533027
8479,2579.3092,1654.639923781123
2013,1612.5676,1635.2830841092778
6497,1025.9978,696.953808392304
6841,601.8832,1294.1602797670625
1672,1024.6662,2330.2138582546313
4707,3486.1288,3962.1873690293787
8219,605.878,1905.2206258660717
4755,1557.972,1058.396071656573
1274,2732.4432,1861.270948842513
1951,291.6204,557.9187696129179
4911,3588.662,2279.72518382104
1753,1158.492,1278.5482087921032
6511,4454.202,3798.7505373171894
7166,162.4552,636.1031849413521
6304,5163.9448,2921.852342856311
3322,3495.45,2314.0828804729035
5622,1165.15,1328.0140428380312
3926,2450.144,2515.818634109543
5928,980.0576,940.2674089758611
1476,119.844,24.350650920877115
6801,1406.1696,1187.2287394489992
1649,4257.1252,2862.867129411945
8353,1482.0708,1621.5472930336914
550,780.9834,639.0110154793126
1265,2167.8448,3149.8187596989656
3479,645.1602,635.0421600655613
7693,3119.9388,2278.708252504316
1104,2934.8464,2438.5189342120752
3520,1208.427,1754.718784834471
2713,343.5528,1060.790013278864
8336,164.4526,851.5530354236143
4402,2021.3688,3049.068950208784
7388,35.2874,-1246.7736434200126
5227,2106.5912,2317.5953637188313
3503,4255.7936,3467.6682222363042
7654,1717.764,2281.410795764605
1389,351.5424,161.33976541450306
8460,2852.2872,2696.41088543212
3684,163.7868,882.2661008962436
6108,5033.448,2821.622034447807
1470,2213.1192,2909.1726117319195
4551,3593.3226,2721.0034813343505
8324,2049.3324,2435.635767343122
3587,986.7156,1530.7498380758166
1665,3653.9104,3738.8530268363816
6929,3149.234,2312.588148126686
3104,70.5748,-1107.5766825867465
4303,1166.4816,2228.5114957064998
4548,1328.271,1116.9101751442015
204,4119.9704,3797.374646532562
5376,5275.7992,3022.751984678221
8064,5309.755,3349.541446955619
6833,251.6724,79.91522465981006
1368,4471.5128,3067.6742938020043
955,1547.3192,1864.0244048088598
1489,177.7686,995.4982996960521
5426,4141.276,3029.00210925633
7571,1052.6298,1075.9771086342416
3158,5800.4496,4126.289722067796
995,167.7816,816.8437641243183
366,5153.292,4097.261585677401
5437,293.6178,2126.4977215500294
2942,3103.9596,2708.0791758600417
1432,1655.1788,1220.0591984060034
2718,293.6178,-254.0314785147125
7227,848.895,593.7162171572714
5423,2581.9724,2863.775639622965
408,1890.2062,1770.25211896561
6639,2354.2688,2368.307973572783
8047,1890.872,2866.841182698503
1803,3677.2134,2784.5852932952266
5655,1230.3984,2474.1930270086245
2832,289.623,-280.6031666395761
6494,370.1848,2473.3176734149456
